Temp,humidity,rain (mm)
5.01,67.1,0.0
4.63,66.44,0.0
4.14,67.38,0.0
4.03,68.89,0.0
4.08,69.06,0.0
3.96,68.81,0.0
4.03,68.8,0.0
3.54,72.0,0.0
3.28,75.1,0.0
3.22,76.5,0.0
3.79,75.1,0.0
4.77,70.2,0.0
5.16,68.03,0.0
5.06,68.62,0.0
5.44,67.76,0.0
5.85,66.41,0.0
6.13,65.47,0.0
6.38,64.19,0.0
6.03,66.4,0.0
7.23,64.09,0.0
8.1,61.71,0.0
8.85,60.09,0.0
9.48,59.24,0.0
9.6,58.33,0.0
10.59,55.41,0.0
10.48,56.09,0.0
11.6,53.4,0.0
11.92,52.8,0.0
12.63,51.6,0.0
13.1,51.42,0.0
12.86,52.07,0.0
13.06,52.25,0.0
13.45,52.97,0.0
13.63,53.54,0.0
14.02,52.92,0.0
14.26,53.02,0.0
14.66,52.06,0.0
14.96,51.96,0.0
15.31,51.25,0.0
15.37,50.92,0.0
15.54,51.26,0.0
15.88,50.92,0.0
16.11,50.16,0.0
16.23,50.29,0.0
16.54,49.14,0.0
16.63,48.43,0.0
16.64,48.73,0.0
16.95,49.27,0.0
17.05,49.24,0.0
17.19,48.93,0.0
16.92,48.71,0.0
17.16,48.32,0.0
17.43,47.97,0.0
17.39,47.84,0.0
17.55,47.51,0.0
17.58,48.2,0.0
17.68,47.76,0.0
17.54,47.43,0.0
17.23,48.35,0.0
17.44,48.03,0.0
17.49,47.63,0.0
17.39,47.63,0.0
17.25,48.39,0.0
17.33,48.71,0.0
17.65,47.82,0.0
17.63,48.2,0.0
17.63,48.56,0.0
17.65,48.57,0.0
17.94,47.95,0.0
17.87,48.11,0.0
17.68,48.6,0.0
17.57,48.97,0.0
17.7,49.05,0.0
17.52,49.7,0.0
17.35,50.21,0.0
17.06,50.3,0.0
16.94,50.48,0.0
16.8,50.55,0.0
16.8,50.26,0.0
16.75,50.07,0.0
16.66,50.31,0.0
16.39,51.15,0.0
16.23,50.97,0.0
16.13,51.25,0.0
15.99,51.95,0.0
15.75,52.54,0.0
15.65,52.48,0.0
15.53,52.63,0.0
15.38,53.06,0.0
15.27,53.57,0.0
15.09,54.24,0.0
14.99,54.57,0.0
14.73,55.54,0.0
14.41,56.51,0.0
14.11,57.52,0.0
13.73,58.67,0.0
13.33,60.04,0.0
12.95,61.63,0.0
12.59,62.69,0.0
12.17,64.69,0.0
12.0,64.47,0.0
12.23,62.98,0.0
11.65,65.4,0.0
11.19,66.58,0.0
11.2,66.02,0.0
11.0,66.6,0.0
10.43,68.68,0.0
10.27,69.68,0.0
10.14,70.7,0.0
9.76,72.2,0.0
9.58,73.0,0.0
9.56,73.1,0.0
9.65,72.6,0.0
9.18,74.0,0.0
9.12,74.4,0.0
9.11,74.4,0.0
9.26,73.6,0.0
9.01,74.3,0.0
8.73,75.1,0.0
8.47,76.3,0.0
8.32,76.6,0.0
8.27,76.6,0.0
7.71,77.6,0.0
7.61,78.0,0.0
7.27,79.0,0.0
7.07,79.9,0.0
7.07,80.1,0.0
7.1,80.0,0.0
6.94,79.7,0.0
6.46,82.9,0.0
6.23,83.3,0.0
5.94,84.6,0.0
6.06,84.8,0.0
6.08,84.3,0.0
5.93,85.3,0.0
5.6,84.9,0.0
5.22,85.7,0.0
5.02,86.7,0.0
4.97,86.7,0.0
5.04,86.9,0.0
5.08,88.2,0.0
5.27,86.5,0.0
4.92,86.4,0.0
4.69,86.8,0.0
4.49,87.2,0.0
4.15,88.6,0.0
3.94,90.0,0.0
3.93,90.4,0.0
4.07,90.4,0.0
4.24,89.9,0.0
4.17,89.1,0.0
4.16,90.0,0.0
4.06,89.9,0.0
3.82,88.8,0.0
3.95,88.7,0.0
4.49,87.2,0.0
4.57,86.1,0.0
4.77,85.9,0.0
5.53,83.1,0.0
6.42,79.2,0.0
6.34,79.3,0.0
6.42,79.4,0.0
7.07,77.7,0.0
7.19,77.3,0.0
7.27,77.3,0.0
7.93,75.6,0.0
9.13,71.3,0.0
9.25,72.0,0.0
9.19,72.9,0.0
9.44,72.8,0.0
9.78,71.6,0.0
9.74,72.0,0.0
10.49,70.9,0.0
11.05,68.01,0.0
11.25,67.64,0.0
11.65,66.7,0.0
12.36,64.48,0.0
12.62,63.26,0.0
12.94,61.6,0.0
13.13,61.16,0.0
13.59,59.4,0.0
13.93,58.46,0.0
14.19,57.53,0.0
14.63,56.75,0.0
15.13,55.57,0.0
15.24,55.04,0.0
15.54,54.2,0.0
15.46,54.03,0.0
15.38,54.68,0.0
15.45,53.76,0.0
15.55,52.09,0.0
16.15,49.52,0.0
16.52,46.88,0.0
16.77,47.24,0.0
16.77,47.36,0.0
17.09,46.43,0.0
17.44,45.59,0.0
17.15,44.49,0.0
17.0,44.51,0.0
17.56,43.96,0.0
17.07,45.62,0.0
17.02,46.16,0.0
17.12,42.79,0.0
17.37,40.9,0.0
17.6,41.46,0.0
17.37,41.41,0.0
17.12,41.67,0.0
17.31,40.63,0.0
17.31,38.84,0.0
16.97,38.89,0.0
17.29,39.48,0.0
17.48,40.02,0.0
17.3,41.05,0.0
17.49,41.51,0.0
17.1,42.86,0.0
16.97,43.05,0.0
16.84,42.58,0.0
16.74,43.16,0.0
16.77,43.28,0.0
16.86,42.34,0.0
16.89,42.56,0.0
17.21,42.0,0.0
17.04,42.29,0.0
16.95,42.07,0.0
16.9,41.92,0.0
15.93,49.31,0.0
15.12,53.31,0.0
14.75,55.51,0.0
14.36,57.02,0.0
14.0,58.3,0.0
13.71,59.33,0.0
13.42,60.08,0.0
13.19,60.33,0.0
12.91,59.12,0.0
12.58,55.39,0.0
12.26,51.53,0.0
12.0,47.97,0.0
11.7,45.98,0.0
11.45,44.18,0.0
11.23,42.61,0.0
11.02,40.66,0.0
10.79,39.74,0.0
10.73,39.32,0.0
10.51,39.99,0.0
10.38,40.59,0.0
10.24,41.21,0.0
10.13,41.54,0.0
9.95,41.99,0.0
9.85,41.82,0.0
9.71,41.86,0.0
9.57,41.88,0.0
9.19,42.87,0.0
9.06,43.04,0.0
9.15,42.81,0.0
9.1,42.82,0.0
8.7,45.3,0.0
8.83,43.73,0.0
8.58,45.11,0.0
8.2,45.45,0.0
8.58,43.83,0.0
8.07,46.74,0.0
7.09,54.37,0.0
6.62,55.38,0.0
6.43,54.62,0.0
6.02,55.33,0.0
5.86,54.8,0.0
5.72,56.13,0.0
5.62,56.11,0.0
5.21,58.68,0.0
5.46,58.08,0.0
5.43,57.71,0.0
5.08,57.68,0.0
4.67,60.57,0.0
4.27,62.8,0.0
4.27,62.74,0.0
4.22,61.79,0.0
4.2,62.54,0.0
3.89,64.36,0.0
3.71,66.7,0.0
3.34,68.56,0.0
3.14,69.33,0.0
2.84,69.64,0.0
2.89,69.14,0.0
2.74,71.0,0.0
2.68,71.0,0.0
2.4,71.5,0.0
2.39,70.4,0.0
2.35,69.75,0.0
2.14,70.9,0.0
1.91,72.4,0.0
1.79,71.7,0.0
1.43,72.9,0.0
1.16,73.4,0.0
1.17,75.4,0.0
1.29,75.6,0.0
1.44,73.8,0.0
1.53,73.3,0.0
1.99,71.7,0.0
2.56,70.0,0.0
3.11,67.92,0.0
3.32,69.1,0.0
3.21,70.6,0.0
2.95,72.0,0.0
3.18,71.2,0.0
3.74,69.12,0.0
4.54,66.75,0.0
5.24,63.99,0.0
5.59,62.7,0.0
6.03,61.38,0.0
6.74,59.92,0.0
7.12,58.6,0.0
7.61,57.8,0.0
8.56,54.26,0.0
8.67,54.09,0.0
8.63,55.32,0.0
9.61,52.71,0.0
10.31,51.44,0.0
10.03,52.15,0.0
9.66,50.79,0.0
9.72,49.4,0.0
10.03,48.36,0.0
10.27,47.59,0.0
10.94,46.58,0.0
11.2,46.13,0.0
11.87,44.82,0.0
11.79,44.7,0.0
11.86,44.21,0.0
12.68,42.54,0.0
12.8,41.89,0.0
12.72,41.87,0.0
12.94,41.69,0.0
13.1,40.45,0.0
13.46,39.11,0.0
13.87,39.26,0.0
13.6,38.34,0.0
13.67,38.33,0.0
14.22,37.56,0.0
14.28,37.85,0.0
14.68,36.84,0.0
14.7,35.88,0.0
14.68,34.42,0.0
14.64,33.99,0.0
15.16,32.81,0.0
15.06,32.47,0.0
14.99,31.77,0.0
15.2,31.24,0.0
15.15,31.0,0.0
15.28,30.28,0.0
15.37,29.69,0.0
15.41,29.17,0.0
15.39,29.43,0.0
15.65,29.71,0.0
15.41,29.76,0.0
15.51,29.66,0.0
15.46,29.64,0.0
15.6,29.26,0.0
15.74,29.19,0.0
15.94,28.75,0.0
15.67,29.04,0.0
15.73,29.06,0.0
15.61,28.88,0.0
15.51,28.88,0.0
15.41,29.14,0.0
15.4,29.51,0.0
15.3,29.91,0.0
15.27,30.2,0.0
15.26,30.47,0.0
15.14,31.02,0.0
15.0,31.48,0.0
14.54,32.06,0.0
14.23,32.66,0.0
14.05,33.01,0.0
13.87,32.95,0.0
13.79,33.14,0.0
13.62,33.6,0.0
13.51,33.85,0.0
13.36,34.17,0.0
13.13,34.6,0.0
12.91,35.15,0.0
12.64,35.9,0.0
12.33,36.81,0.0
11.87,37.95,0.0
11.8,37.82,0.0
11.63,38.82,0.0
11.03,41.66,0.0
10.65,42.95,0.0
10.43,43.29,0.0
10.16,43.62,0.0
10.11,43.85,0.0
9.61,45.99,0.0
9.2,47.45,0.0
8.76,48.12,0.0
8.55,47.67,0.0
8.29,49.02,0.0
8.26,50.24,0.0
8.18,48.96,0.0
8.15,48.25,0.0
7.58,50.69,0.0
6.92,53.25,0.0
6.62,54.11,0.0
6.58,55.33,0.0
6.31,57.55,0.0
6.06,57.59,0.0
5.77,59.85,0.0
5.66,58.82,0.0
5.36,59.41,0.0
5.07,61.95,0.0
4.58,63.28,0.0
4.41,64.54,0.0
4.33,66.14,0.0
4.18,66.96,0.0
4.26,66.19,0.0
4.35,65.59,0.0
4.3,64.98,0.0
4.21,65.62,0.0
3.97,67.31,0.0
3.66,68.79,0.0
3.47,69.39,0.0
3.17,71.0,0.0
2.99,72.0,0.0
2.95,71.7,0.0
2.95,71.7,0.0
2.79,72.9,0.0
2.55,73.8,0.0
2.41,74.2,0.0
2.36,74.5,0.0
2.3,75.2,0.0
2.37,74.6,0.0
2.53,73.9,0.0
2.38,74.2,0.0
2.27,74.4,0.0
2.6,73.5,0.0
2.47,73.9,0.0
2.11,75.0,0.0
1.76,76.6,0.0
1.63,77.8,0.0
1.64,78.0,0.0
1.66,77.7,0.0
1.7,77.4,0.0
1.67,77.2,0.0
1.6,78.4,0.0
2.09,76.5,0.0
2.4,75.0,0.0
3.13,72.4,0.0
3.47,70.9,0.0
3.33,71.9,0.0
3.69,70.8,0.0
4.27,68.7,0.0
4.68,67.79,0.0
5.31,66.1,0.0
5.95,64.25,0.0
6.45,62.98,0.0
7.41,60.82,0.0
8.06,59.45,0.0
8.59,58.48,0.0
9.66,56.01,0.0
10.1,55.42,0.0
10.7,54.28,0.0
11.05,53.93,0.0
11.72,52.81,0.0
12.55,51.43,0.0
13.23,50.39,0.0
13.84,49.32,0.0
14.47,48.48,0.0
15.08,47.58,0.0
16.03,45.88,0.0
16.43,45.25,0.0
17.29,43.39,0.0
18.19,41.97,0.0
19.2,39.08,0.0
19.98,36.37,0.0
19.84,35.8,0.0
19.54,34.35,0.0
20.25,33.22,0.0
20.82,32.27,0.0
21.2,32.06,0.0
20.83,32.35,0.0
20.61,32.74,0.0
20.71,32.75,0.0
20.98,32.35,0.0
21.38,31.69,0.0
21.89,31.16,0.0
21.48,30.9,0.0
21.7,30.58,0.0
21.79,29.84,0.0
21.66,29.34,0.0
21.99,29.41,0.0
22.15,29.7,0.0
22.41,29.59,0.0
22.51,29.52,0.0
22.4,29.69,0.0
22.79,28.8,0.0
22.5,28.95,0.0
22.36,28.12,0.0
22.18,28.13,0.0
21.8,29.25,0.0
21.82,29.58,0.0
22.37,28.86,0.0
21.89,29.35,0.0
21.73,30.04,0.0
21.69,30.11,0.0
21.71,30.34,0.0
21.61,31.16,0.0
21.61,30.9,0.0
21.67,30.32,0.0
21.62,31.13,0.0
21.69,31.02,0.0
21.88,31.11,0.0
21.71,31.22,0.0
21.55,32.16,0.0
21.69,32.45,0.0
21.47,32.91,0.0
21.16,33.66,0.0
20.86,34.32,0.0
20.6,34.83,0.0
20.4,35.32,0.0
20.11,36.05,0.0
19.82,36.42,0.0
19.39,37.67,0.0
19.12,37.63,0.0
18.79,38.4,0.0
18.22,39.68,0.0
18.04,39.43,0.0
17.95,39.45,0.0
17.73,39.86,0.0
17.59,39.98,0.0
17.57,39.62,0.0
17.8,38.84,0.0
18.11,38.06,0.0
18.11,37.94,0.0
17.98,38.13,0.0
17.87,38.28,0.0
17.83,38.14,0.0
17.73,38.28,0.0
17.16,40.23,0.0
15.66,44.51,0.0
16.33,41.67,0.0
16.06,42.54,0.0
16.49,41.53,0.0
16.31,42.36,0.0
15.99,43.66,0.0
14.91,47.77,0.0
13.9,50.45,0.0
13.42,52.29,0.0
14.02,50.22,0.0
14.14,50.9,0.0
13.5,54.15,0.0
13.09,55.41,0.0
13.05,55.4,0.0
13.09,55.58,0.0
12.94,55.7,0.0
13.25,53.81,0.0
13.03,55.46,0.0
12.66,56.19,0.0
12.88,54.93,0.0
11.97,58.59,0.0
11.6,59.37,0.0
11.54,61.25,0.0
11.38,61.65,0.0
11.26,62.0,0.0
11.26,61.99,0.0
11.15,62.16,0.0
10.76,63.97,0.0
10.71,64.07,0.0
10.87,63.09,0.0
10.75,63.24,0.0
10.18,64.4,0.0
9.89,66.48,0.0
9.9,66.93,0.0
9.94,66.6,0.0
9.63,67.77,0.0
9.11,70.0,0.0
8.73,71.7,0.0
8.39,73.0,0.0
8.34,73.3,0.0
8.66,71.3,0.0
8.57,70.4,0.0
8.75,68.24,0.0
8.79,68.96,0.0
8.85,69.48,0.0
8.7,68.59,0.0
10.59,60.33,0.0
12.86,52.37,0.0
13.53,50.86,0.0
13.49,51.76,0.0
13.41,52.39,0.0
13.13,53.66,0.0
12.54,55.67,0.0
12.39,57.24,0.0
10.93,63.61,0.0
10.79,63.39,0.0
11.0,62.8,0.0
11.18,63.86,0.0
11.08,67.53,0.0
10.92,69.93,0.0
10.3,73.8,0.0
10.0,75.6,0.0
9.9,76.4,0.0
9.68,77.6,0.0
9.51,76.7,0.0
9.34,75.6,0.0
9.19,76.4,0.0
9.19,76.4,0.0
8.99,76.7,0.0
9.06,76.5,0.0
9.04,75.7,0.0
8.84,75.4,0.0
8.64,75.1,0.0
8.41,76.2,0.0
7.92,77.1,0.0
7.72,77.8,0.0
7.63,78.0,0.0
7.51,79.0,0.0
7.42,79.2,0.0
7.24,77.7,0.0
6.93,76.0,0.0
6.39,77.0,0.0
6.11,75.7,0.0
5.98,74.4,0.0
5.53,73.4,0.1
5.09,75.3,0.1
5.11,71.9,0.0
5.18,66.02,0.0
5.2,63.15,0.0
5.31,63.06,0.0
5.39,62.57,0.0
5.59,62.7,0.0
5.94,62.46,0.0
6.31,60.97,0.0
6.76,59.62,0.0
7.28,59.21,0.0
7.43,56.47,0.0
7.64,55.38,0.0
7.81,52.29,0.0
8.15,49.81,0.0
8.11,49.7,0.0
8.07,48.59,0.0
8.35,47.26,0.0
8.51,45.93,0.0
8.51,46.41,0.0
8.5,45.96,0.0
8.86,43.45,0.0
9.22,40.96,0.0
9.63,39.97,0.0
9.63,39.58,0.0
9.45,38.93,0.0
9.02,39.7,0.0
8.57,40.3,0.0
8.92,39.69,0.0
8.79,39.2,0.0
8.56,40.08,0.0
8.64,40.45,0.0
8.7,39.85,0.0
8.52,39.95,0.0
8.62,39.36,0.0
8.29,39.6,0.0
7.96,40.08,0.0
7.81,40.31,0.0
7.59,40.94,0.0
7.15,41.77,0.0
6.96,42.16,0.0
6.86,41.85,0.0
6.8,41.54,0.0
6.7,41.53,0.0
6.38,41.92,0.0
6.1,42.52,0.0
5.93,42.79,0.0
5.75,43.18,0.0
5.62,42.88,0.0
5.41,42.71,0.0
5.14,43.44,0.0
4.84,44.73,0.0
4.68,44.89,0.0
4.45,44.98,0.0
4.27,45.04,0.0
4.04,45.28,0.0
3.91,44.7,0.0
3.84,44.38,0.0
3.74,44.58,0.0
3.58,45.29,0.0
3.32,46.47,0.0
3.1,47.33,0.0
3.03,48.22,0.0
2.89,49.54,0.0
2.76,50.01,0.0
2.54,51.09,0.0
2.38,51.65,0.0
2.21,52.13,0.0
2.0,52.75,0.0
1.93,52.98,0.0
1.87,52.83,0.0
1.81,52.55,0.0
1.74,52.43,0.0
1.55,52.91,0.0
1.58,52.76,0.0
1.57,52.74,0.0
1.53,52.87,0.0
1.51,52.76,0.0
1.57,52.52,0.0
1.48,53.16,0.0
1.52,54.14,0.0
1.64,54.48,0.0
1.84,54.3,0.0
2.02,54.53,0.0
2.14,55.58,0.0
2.29,56.9,0.0
2.38,57.26,0.0
2.39,56.65,0.0
2.35,56.54,0.0
2.44,57.34,0.0
2.53,58.41,0.0
2.47,59.83,0.0
2.41,61.03,0.0
2.38,61.63,0.0
2.34,62.18,0.0
2.18,64.59,0.0
1.65,69.74,0.0
1.37,71.1,0.0
1.35,70.3,0.0
1.35,69.8,0.0
1.45,69.93,0.0
1.59,71.8,0.0
1.3,75.8,0.0
0.8,79.9,0.0
0.57,80.6,0.0
0.47,80.4,0.0
0.48,79.3,0.0
0.47,79.1,0.0
0.52,78.6,0.0
0.57,78.3,0.0
0.61,78.3,0.0
0.69,78.0,0.0
1.15,76.7,0.0
1.8,74.1,0.0
2.36,71.9,0.0
2.87,69.35,0.0
3.19,67.62,0.0
3.71,64.68,0.0
3.93,62.93,0.0
3.92,62.46,0.0
4.26,61.51,0.0
3.93,61.85,0.0
3.38,63.17,0.0
3.16,62.93,0.0
3.2,63.28,0.0
3.36,61.96,0.0
3.35,62.77,0.0
3.88,60.84,0.0
4.29,58.75,0.0
4.11,57.44,0.0
4.04,55.6,0.0
3.91,55.62,0.0
4.18,53.7,0.0
4.25,52.94,0.0
4.18,53.29,0.0
4.66,51.89,0.0
4.91,50.41,0.0
4.89,50.27,0.0
4.52,50.65,0.0
5.26,48.7,0.0
5.39,48.17,0.0
4.96,47.21,0.0
5.15,45.05,0.0
6.61,44.58,0.0
6.03,45.05,0.0
6.63,42.09,0.0
6.03,41.06,0.0
5.65,44.37,0.0
5.71,45.05,0.0
6.0,44.03,0.0
6.86,40.96,0.0
6.68,42.06,0.0
6.76,42.58,0.0
6.77,41.31,0.0
6.62,41.41,0.0
6.68,42.06,0.0
7.75,38.22,0.0
7.7,37.29,0.0
8.16,38.14,0.0
8.43,37.72,0.0
8.24,37.36,0.0
8.27,37.61,0.0
8.53,37.39,0.0
7.9,37.99,0.0
7.65,38.24,0.0
7.74,38.11,0.0
8.0,37.51,0.0
8.68,36.61,0.0
9.31,34.14,0.0
9.03,34.12,0.0
8.87,34.7,0.0
9.24,34.48,0.0
8.86,34.5,0.0
8.67,35.47,0.0
8.7,35.21,0.0
8.7,35.67,0.0
8.78,35.5,0.0
9.02,35.41,0.0
9.1,35.49,0.0
9.07,34.77,0.0
8.97,35.05,0.0
8.56,35.75,0.0
8.05,36.31,0.0
7.82,37.28,0.0
7.63,39.29,0.0
7.47,40.81,0.0
7.22,41.92,0.0
7.0,42.6,0.0
6.78,43.23,0.0
6.62,43.83,0.0
6.33,45.51,0.0
6.06,47.4,0.0
5.99,47.93,0.0
5.77,48.67,0.0
5.59,49.16,0.0
5.54,49.25,0.0
5.44,49.54,0.0
5.37,49.74,0.0
5.34,50.08,0.0
5.28,50.49,0.0
5.28,50.61,0.0
5.29,50.62,0.0
5.21,50.92,0.0
5.13,51.27,0.0
5.14,51.28,0.0
5.15,51.35,0.0
5.18,51.38,0.0
5.01,51.92,0.0
4.57,53.3,0.0
3.96,55.52,0.0
3.69,56.47,0.0
3.35,57.76,0.0
2.09,62.75,0.0
1.79,64.14,0.0
1.74,64.72,0.0
1.53,65.32,0.0
1.17,66.81,0.0
1.22,66.84,0.0
1.36,66.84,0.0
1.27,67.23,0.0
0.83,69.35,0.0
0.6,70.3,0.0
0.49,70.7,0.0
0.2,71.8,0.0
0.07,73.1,0.0
-0.02,73.8,0.0
-0.06,73.8,0.0
0.05,73.2,0.0
-0.07,73.9,0.0
-0.34,74.9,0.0
-0.4,75.6,0.0
-0.42,75.8,0.0
-0.34,75.6,0.0
-0.35,75.5,0.0
-0.41,75.7,0.0
-0.53,76.6,0.0
-0.58,77.1,0.0
-0.73,77.9,0.0
-0.76,77.8,0.0
-0.64,77.3,0.0
-0.79,77.9,0.0
-0.8,77.9,0.0
-0.8,77.9,0.0
-0.78,77.9,0.0
-0.73,78.2,0.0
-0.81,78.4,0.0
-0.87,78.2,0.0
-0.92,78.7,0.0
-0.99,78.8,0.0
-1.08,79.7,0.0
-1.0,79.2,0.0
-0.97,79.1,0.0
-1.04,79.7,0.0
-1.06,80.0,0.0
-0.98,79.6,0.0
-0.82,79.0,0.0
-0.63,78.5,0.0
-0.4,77.7,0.0
-0.18,76.5,0.0
0.03,75.8,0.0
0.22,75.1,0.0
0.45,74.6,0.0
0.68,74.4,0.0
1.2,72.9,0.0
1.76,71.0,0.0
2.45,69.08,0.0
3.35,65.84,0.0
3.96,63.67,0.0
4.58,62.38,0.0
5.28,60.33,0.0
5.53,59.64,0.0
6.18,58.41,0.0
6.95,56.41,0.0
8.18,52.44,0.0
8.74,49.89,0.0
8.5,50.36,0.0
8.88,50.0,0.0
9.02,49.09,0.0
9.16,48.04,0.0
9.38,47.29,0.0
9.95,45.59,0.0
10.82,43.72,0.0
11.23,43.04,0.0
11.43,42.36,0.0
11.39,42.34,0.0
11.0,43.54,0.0
11.98,42.42,0.0
12.19,41.56,0.0
12.07,40.86,0.0
12.31,40.6,0.0
12.25,40.34,0.0
12.12,40.22,0.0
12.37,40.4,0.0
12.87,40.32,0.0
12.99,38.55,0.0
13.32,38.07,0.0
13.81,37.47,0.0
13.78,37.98,0.0
13.83,38.44,0.0
14.03,37.57,0.0
13.72,38.11,0.0
13.65,37.72,0.0
13.88,37.02,0.0
14.4,35.61,0.0
14.76,35.4,0.0
14.75,35.22,0.0
15.52,34.27,0.0
16.01,33.35,0.0
16.04,33.43,0.0
15.93,33.62,0.0
16.04,32.73,0.0
15.57,32.96,0.0
15.36,33.64,0.0
15.53,33.37,0.0
15.35,33.98,0.0
15.49,33.97,0.0
15.54,33.98,0.0
15.73,33.68,0.0
16.26,32.73,0.0
16.39,32.62,0.0
16.21,32.92,0.0
16.3,33.08,0.0
17.0,32.27,0.0
17.16,31.15,0.0
16.9,32.03,0.0
16.12,33.51,0.0
15.38,34.55,0.0
15.14,35.17,0.0
14.85,35.85,0.0
14.61,36.48,0.0
14.37,37.09,0.0
14.08,37.83,0.0
13.84,38.48,0.0
13.36,39.89,0.0
13.15,40.6,0.0
13.43,39.73,0.0
13.35,39.97,0.0
12.66,41.73,0.0
11.87,45.2,0.0
10.94,47.59,0.0
10.91,46.13,0.0
11.29,45.03,0.0
10.61,48.14,0.0
10.11,50.83,0.0
9.94,50.24,0.0
9.67,50.69,0.0
9.27,52.35,0.0
8.68,54.05,0.0
8.27,54.88,0.0
8.37,54.72,0.0
8.18,56.13,0.0
7.86,57.19,0.0
7.72,58.99,0.0
7.67,58.88,0.0
7.48,58.98,0.0
6.97,60.01,0.0
6.81,60.91,0.0
6.62,61.43,0.0
6.39,61.91,0.0
5.84,65.48,0.0
5.82,66.11,0.0
5.96,65.35,0.0
5.77,65.93,0.0
5.49,66.47,0.0
5.3,66.82,0.0
4.86,68.97,0.0
4.53,71.1,0.0
4.22,72.8,0.0
4.3,72.2,0.0
3.9,73.5,0.0
3.75,73.5,0.0
3.46,75.1,0.0
3.14,76.4,0.0
2.99,77.5,0.0
3.14,76.6,0.0
2.98,77.3,0.0
3.34,76.1,0.0
3.33,75.8,0.0
3.2,76.1,0.0
2.77,77.3,0.0
2.54,78.4,0.0
2.57,78.9,0.0
2.56,78.2,0.0
2.32,79.3,0.0
2.38,79.6,0.0
2.71,78.6,0.0
3.01,77.4,0.0
2.87,77.0,0.0
2.63,78.3,0.0
2.73,78.0,0.0
2.63,78.2,0.0
2.43,78.9,0.0
2.25,79.9,0.0
2.19,80.2,0.0
2.05,80.6,0.0
2.07,80.5,0.0
2.95,77.7,0.0
3.37,75.1,0.0
3.33,75.2,0.0
3.66,74.2,0.0
4.45,71.3,0.0
4.03,72.5,0.0
3.75,73.7,0.0
4.18,72.1,0.0
4.67,71.1,0.0
5.02,70.1,0.0
6.59,64.44,0.0
7.77,60.73,0.0
8.24,58.78,0.0
8.4,58.53,0.0
8.31,59.65,0.0
8.14,59.81,0.0
8.68,58.3,0.0
9.7,55.79,0.0
10.22,54.83,0.0
11.08,52.45,0.0
12.35,49.81,0.0
13.38,46.81,0.0
13.5,46.54,0.0
13.67,46.72,0.0
14.14,45.75,0.0
14.63,43.94,0.0
15.21,42.7,0.0
15.69,42.63,0.0
16.32,42.05,0.0
16.74,41.61,0.0
17.23,40.52,0.0
17.22,40.41,0.0
17.91,39.33,0.0
18.07,39.12,0.0
18.22,38.83,0.0
18.53,38.02,0.0
18.68,37.68,0.0
19.01,36.97,0.0
19.3,36.29,0.0
19.5,36.14,0.0
19.53,35.62,0.0
19.85,35.61,0.0
19.68,35.43,0.0
20.12,34.3,0.0
20.69,32.92,0.0
20.99,32.32,0.0
21.33,31.68,0.0
21.29,31.56,0.0
21.35,31.23,0.0
21.53,30.72,0.0
21.78,30.73,0.0
21.86,30.24,0.0
21.88,30.02,0.0
22.01,30.67,0.0
21.92,32.77,0.0
21.71,33.22,0.0
21.44,33.56,0.0
21.69,33.46,0.0
21.59,33.28,0.0
21.43,33.93,0.0
21.35,34.48,0.0
21.36,34.63,0.0
21.43,34.38,0.0
21.47,34.34,0.0
21.29,33.63,0.0
21.17,33.4,0.0
21.37,33.7,0.0
21.38,34.23,0.0
20.89,35.68,0.0
20.73,35.83,0.0
20.58,35.97,0.0
20.3,35.97,0.0
20.36,35.3,0.0
20.23,35.62,0.0
19.98,35.9,0.0
19.84,35.99,0.0
19.73,36.21,0.0
19.64,36.17,0.0
19.47,36.4,0.0
19.34,36.59,0.0
18.71,37.99,0.0
18.35,38.66,0.0
18.09,39.21,0.0
17.56,41.46,0.0
16.91,43.94,0.0
16.6,44.14,0.0
15.99,46.17,0.0
15.64,47.05,0.0
15.86,46.46,0.0
15.91,47.45,0.0
15.71,48.73,0.0
15.53,49.35,0.0
15.46,49.56,0.0
15.21,50.28,0.0
15.0,50.72,0.0
14.62,51.82,0.0
14.36,52.79,0.0
14.2,53.45,0.0
14.04,53.96,0.0
13.87,54.56,0.0
13.22,56.65,0.0
12.89,57.8,0.0
12.67,58.39,0.0
11.82,60.39,0.0
11.24,62.31,0.0
11.15,62.83,0.0
11.15,63.22,0.0
11.1,63.62,0.0
10.69,64.75,0.0
10.63,64.99,0.0
10.44,65.77,0.0
10.34,66.06,0.0
9.98,66.79,0.0
9.77,67.93,0.0
10.03,67.26,0.0
9.89,67.59,0.0
9.78,68.14,0.0
9.74,68.16,0.0
9.31,69.87,0.0
9.33,69.62,0.0
9.33,69.75,0.0
9.34,69.8,0.0
9.25,70.1,0.0
9.05,70.8,0.0
8.89,71.4,0.0
8.22,74.4,0.0
7.89,74.6,0.0
7.5,76.5,0.0
7.42,76.4,0.0
7.51,76.5,0.0
7.62,75.9,0.0
8.2,74.5,0.0
8.38,74.0,0.0
8.41,74.7,0.0
8.31,75.2,0.0
8.2,75.8,0.0
8.08,76.2,0.0
7.94,76.7,0.0
7.81,76.9,0.0
7.65,77.4,0.0
7.52,78.0,0.0
7.41,78.8,0.0
7.34,78.9,0.0
7.4,79.0,0.0
7.81,77.6,0.0
7.97,76.2,0.0
